mouse_gene,human_gene
Cyp2a12,CYP2A7
Cyp2c55,CYP2C18
Cyp2b10,CYP2B6
Cyp2b9,CYP2B6
Cyp2b19,CYP2B6
Cyp2f2,CYP2F1
Cyp2f2,CYP2F2P
Cyp2c37,CYP2C19
Cyp2c37,CYP2C9
Cyp2c65,CYP2C19
Cyp2c65,CYP2C8
Cyp2c39,CYP2C19
Cyp2c39,CYP2C9
Terf2ip,TERF2IP
Lrfn4,LRFN4
Ttc28,TTC28
Mrpl47,MRPL47
Zfp628,ZNF628
Col7a1,COL7A1
Rfx7,RFX7
3425401B19Rik,C10orf71
Fbxo38,FBXO38
Znfx1,ZNFX1
Wdr81,WDR81
Tasor,TASOR
Rnf19a,RNF19A
Myom2,MYOM2
Nmi,NMI
Adad1,ADAD1
Zfp618,ZNF618
Gal3st4,GAL3ST4
Tril,TRIL
Perm1,PERM1
Idh2,IDH2
Plekhg4,PLEKHG4
Ush1g,USH1G
Abhd15,ABHD15
Galr2,GALR2
Auts2,AUTS2
Trpm1,TRPM1
Hid1,HID1
1810046K07Rik,C11orf53
Alpk1,ALPK1
Plxdc2,PLXDC2
Capn15,CAPN15
Rab19,RAB19
Cytip,CYTIP
Sntg1,SNTG1
Elmo2,ELMO2
Rbm33,RBM33
Trip6,TRIP6
Arid3a,ARID3A
Tbc1d2,TBC1D2
Slc4a7,SLC4A7
Gramd1b,GRAMD1B
Adgrg3,ADGRG3
Fbxl13,FBXL13
Sik3,SIK3
Adgrg2,ADGRG2
Prrt4,PRRT4
Ofcc1,OFCC1
Cd244a,CD244
Slc7a15,SLC7A15P
Cytl1,CYTL1
Tmem132a,TMEM132A
Tfpt,TFPT
Nlrc3,NLRC3
Zfp318,ZNF318
Malrd1,MALRD1
Arel1,AREL1
Srp14,SRP14
Cs,CS
Csl,CS
Tspan3,TSPAN3
Slc7a2,SLC7A2
Golph3,GOLPH3
Gla,GLA
Rnps1,RNPS1
Flcn,FLCN
Vps8,VPS8
Amn1,AMN1
Draxin,DRAXIN
Tk2,TK2
Arid3b,ARID3B
Triobp,TRIOBP
Cd200,CD200
Arl2bp,ARL2BP
Asb2,ASB2
Aco2,ACO2
Sar1b,SAR1B
Ivd,IVD
Vav3,VAV3
Agk,AGK
Cd63,CD63
Ndufb5,NDUFB5
Abcg8,ABCG8
Ccar1,CCAR1
Lztr1,LZTR1
Cdk16,CDK16
Cnot6,CNOT6
Asb14,ASB14
Pars2,PARS2
Poglut3,POGLUT3
Sh2b1,SH2B1
Zdhhc24,ZDHHC24
Grwd1,GRWD1
Nbeal2,NBEAL2
Stox1,STOX1
Ppcdc,PPCDC
Gucy1a1,GUCY1A1
Cdc42ep5,CDC42EP5
Irak1bp1,IRAK1BP1
Stx6,STX6
Spryd3,SPRYD3
Cstf2t,CSTF2T
Cyp21a1,CYP21A1P
Cyp21a1,CYP21A2
Tec,TEC
Tmem19,TMEM19
Ppp4r1,PPP4R1
Nme8,NME8
Nme9,NME9
2310030G06Rik,C11orf52
Vstm2l,VSTM2L
Ate1,ATE1
Apoo,APOO
0610009B22Rik,TRAPPC2
Trappc2,TRAPPC2
Arhgap11a,ARHGAP11A
Arhgap11a,ARHGAP11B
Adssl1,ADSS1
Gpr1,CMKLR2
Ank1,ANK1
Dguok,DGUOK
Map3k12,MAP3K12
Rgs3,RGS3
Kpnb1,KPNB1
Galnt13,GALNT13
Scel,SCEL
Vwa8,VWA8
Ybey,YBEY
Vps28,VPS28
Hao2,HAO2
Ska3,SKA3
Xpo4,XPO4
Eef1akmt1,EEF1AKMT1
Cryl1,CRYL1
Mphosph8,MPHOSPH8
Txndc9,TXNDC9
Calcr,CALCR
Uchl4,UCHL3
Uchl3,UCHL3
Bet1,BET1
Tlcd5,TLCD5
Nup88,NUP88
Tnfaip6,TNFAIP6
Utp18,UTP18
Rcan1,RCAN1
Dnajc28,DNAJC28
Anapc2,ANAPC2
Ssna1,SSNA1
Tmem203,TMEM203
Fbxw5,FBXW5
Otud6b,OTUD6B
Otud6a,OTUD6A
Ubac1,UBAC1
Coq4,COQ4
Bspry,BSPRY
Parp14,PARP14
Arhgef15,ARHGEF15
Naa38,NAA38
Ckmt2,CKMT2
Zfpl1,ZFPL1
Rp9,RP9
Cops8,COPS8
Homer2,HOMER2
Homer1,HOMER1
Rpe,RPE
Rpe,RPEL1
Tex30,TEX30
Poglut2,POGLUT2
Stxbp5l,STXBP5L
Gtf2e1,GTF2E1
Tbccd1,TBCCD1
Zfp609,ZNF609
Idh1,IDH1
Cidea,CIDEA
Tubb6,TUBB6
Cd180,CD180
Dipk1c,DIPK1C
Srek1,SREK1
Prune2,PRUNE2
Fam189a2,FAM189A2
Rnf17,RNF17
Pum1,PUM1
Trim13,TRIM13
Enpp4,ENPP4
Dcbld2,DCBLD2
Ptrh1,PTRH1
Rbm3,RBM3
Fuca2,FUCA2
Umad1,UMAD1
Plpp7,PLPP7
Cenpo,CENPO
Slc5a6,SLC5A6
Acaca,ACACA
Hdac4,HDAC4
Kptn,KPTN
Cib1,CIB1
Prpf4,PRPF4
Tars,TARS1
Bloc1s5,BLOC1S5
Kdm8,KDM8
Gnb4,GNB4
Gnb2,GNB2
Med30,MED30
Mipol1,MIPOL1
Nsmce1,NSMCE1
Sdhc,SDHC
Sec23a,SEC23A
Gltpd2,GLTPD2
Ubfd1,UBFD1
Srp54b,SRP54
Srp54c,SRP54
Klhl24,KLHL24
Snn,SNN
Zfand2b,ZFAND2B
Zfand2a,ZFAND2A
Aknad1,AKNAD1
Arl4a,ARL4A
Fras1,FRAS1
Tmem106b,TMEM106B
Ints1,INTS1
Psmg3,PSMG3
Anxa3,ANXA3
Gmnn,GMNN
Bmp3,BMP3
Yae1d1,YAE1
Pafah1b2,PAFAH1B2
Npffr2,NPFFR2
Glyr1,GLYR1
Cutal,CUTALP
Tpd52,TPD52
Rnf214,RNF214
Slc2a8,SLC2A8
Chmp4c,CHMP4C
Akap8,AKAP8
Akap8l,AKAP8L
Kntc1,KNTC1
Srsf4,SRSF4
Zer1,ZER1
Prss56,PRSS56
Ndufa4l2,NDUFA4L2
Rsad1,RSAD1
Hpca,HPCA
Nt5c1a,NT5C1A
Sub1,SUB1
Rasgef1b,RASGEF1B
Stk3,STK3
Npr3,NPR3
Btf3,BTF3
Rida,RIDA
Pycr1,PYCR1
P3h4,P3H4
Tmem175,TMEM175
Dcaf11,DCAF11
Ddah2,DDAH2
Xkr9,XKR9
Akr1cl,AKR1C1
Akr1cl,AKR1C2
Akr1cl,AKR1C3
Akr1cl,AKR1C4
Akr1a1,AKR1A1
Syt12,SYT12
Stau2,STAU2
Riok2,RIOK2
Map3k14,MAP3K14
Ptpa,PTPA
Crat,CRAT
Nol6,NOL6
Uck1,UCK1
Efr3a,EFR3A
Fn3krp,FN3KRP
Fn3k,FN3K
Kif3b,KIF3B
Fibcd1,FIBCD1
Yipf6,YIPF6
Atp5h,ATP5PD
Mymk,MYMK
Herc6,HERC6
Zfp281,ZNF281
Pigl,PIGL
Vmo1,VMO1
Gpsm2,GPSM2
Nudc,NUDC
Nalf2,NALF2
Zfp704,ZNF704
Arid1a,ARID1A
Igbp1,IGBP1
Sdr42e1,SDR42E1
Abhd4,ABHD4
Acss2,ACSS2
Mre11a,MRE11
Las1l,LAS1L
Pdha1,PDHA1
Pdha2,PDHA2
Trmt2a,TRMT2A
Slc35c1,SLC35C1
Tollip,TOLLIP
Pygo1,PYGO1
Trp53rka,TP53RK
Trp53rkb,TP53RK
Ccpg1,CCPG1
Ehf,EHF
Fam102a,FAM102A
Usp20,USP20
Zfand1,ZFAND1
Exo1,EXO1
Dnal4,DNAL4
Usp10,USP10
Adrm1,ADRM1
Dad1,DAD1
Gps2,GPS2
Snrnp35,SNRNP35
Ndufs4,NDUFS4
Gspt1,GSPT1
Mapk10,MAPK10
Pdxdc1,PDXDC1
Baz2a,BAZ2A
Sars2,SARS2
Washc5,WASHC5
Car5a,CA5A
Car5b,CA5B
Klhdc4,KLHDC4
Clrn1,CLRN1
Nkiras1,NKIRAS1
Rnf168,RNF168
Clic1,CLIC1
Riox1,RIOX1
Xrn2,XRN2
Slc5a2,SLC5A2
Rpl13a,RPL13A
Kat5,KAT5
Ppl,PPL
Blvrb,BLVRB
Dab2ip,DAB2IP
Tafa2,TAFA2
Dpp7,DPP7
Pdzd2,PDZD2
Ccdc62,CCDC62
Capn8,CAPN8
Zbtb44,ZBTB44
Zc2hc1a,ZC2HC1A
Wasf3,WASF3
Cfdp1,CFDP1
Adamts15,ADAMTS15
Bpifc,BPIFC
Lbp,LBP
Bpi,BPI
Tmed10,TMED10
Slc25a12,SLC25A12
Cog1,COG1
Hnrnpc,HNRNPC
Hnrnpc,HNRNPCL1
Hnrnpc,HNRNPCL2
Hnrnpc,HNRNPCL3
Commd9,COMMD9
Ormdl3,ORMDL3
Fam168a,FAM168A
Gamt,GAMT
Coq8b,COQ8B
Slc25a42,SLC25A42
Stt3a,STT3A
Fastkd3,FASTKD3
Tgds,TGDS
Erlec1,ERLEC1
Dthd1,DTHD1
Actr5,ACTR5
Csrp3,CSRP3
Tsnax,TSNAX
Gas2l1,GAS2L1
Thumpd3,THUMPD3
Kcnip3,KCNIP3
Lrrc24,LRRC24
Rnf213,RNF213
Zfp131,ZNF131
Rbm34,RBM34
Sh3d19,SH3D19
6430548M08Rik,KIAA0513
Agtpbp1,AGTPBP1
Dut,DUT
Kcnab2,KCNAB2
5031439G07Rik,KIAA0930
Pole,POLE
Cep55,CEP55
Gm10177,SEC61G
Haus6,HAUS6
Rasgrp3,RASGRP3
Capzb,CAPZB
Septin7,SEPTIN7
Fau,FAU
Gm9843,FAU
Fam20a,FAM20A
Trim29,TRIM29
Prkar1b,PRKAR1B
Galns,GALNS
Ncapg,NCAPG
Chst1,CHST1
Szrd1,SZRD1
Uqcc3,UQCC3
Rims2,RIMS2
Fbxw11,FBXW11
Plgrkt,PLGRKT
Scrt1,SCRT1
Gcsh,GCSH
Selenon,SELENON
Suds3,SUDS3
Exosc4,EXOSC4
Arl4d,ARL4D
Mboat1,MBOAT1
Lztfl1,LZTFL1
Uqcrc1,UQCRC1
Arl16,ARL16
Trmt112-ps2,TRMT112
Trmt112,TRMT112
Cyp4v3,CYP4V2
Pex11a,PEX11A
Pkm,PKM
Mxd3,MXD3
Rad51,RAD51
Tmem14c,TMEM14B
Tmem14c,TMEM14C
Tmem14c,TMEM14DP
Sorcs3,SORCS3
Ets2,ETS2
Sfswap,SFSWAP
Snrnp48,SNRNP48
Exoc2,EXOC2
Slc26a6,SLC26A6
Tlk2,TLK2
Dohh,DOHH
Usp13,USP13
Pan3,PAN3
Ppid,PPID
Usp47,USP47
Mthfd2,MTHFD2
Kcnk9,KCNK9
Ostc,OSTC
Ankra2,ANKRA2
Mrps22,MRPS22
Pik3r5,PIK3R5
Ppp1r26,PPP1R26
Eva1b,EVA1B
Supt4a,SUPT4H1
Supt4b,SUPT4H1
Zmiz2,ZMIZ2
Mprip,MPRIP
Nsdhl,NSDHL
Pla2g6,PLA2G6
Taf12,TAF12
Scfd2,SCFD2
Rnpep,RNPEP
Rufy2,RUFY2
Mtfr1l,MTFR1L
Slc25a2,SLC25A2
C1galt1,C1GALT1
Odf3b,ODF3B
Odf3,ODF3
Phlda2,PHLDA2
Tprg,TPRG1
Ikzf5,IKZF5
Kynu,KYNU
Nosip,NOSIP
Btg3,BTG3
Polr2c,POLR2C
Scp2d1,SCP2D1
Tomm20,TOMM20
Trip4,TRIP4
Pdzd11,PDZD11
Dip2c,DIP2C
Slc25a26,SLC25A26
Fnta,FNTA
Pnisr,PNISR
Ythdc1,YTHDC1
Eif2ak1,EIF2AK1
Immt,IMMT
Nutf2,NUTF2
Pabpn1l,PABPN1L
Srl,SRL
Ciapin1,CIAPIN1
Gas8,GAS8
Ikbke,IKBKE
Mccc1,MCCC1
Sdhaf2,SDHAF2
Cd4,CD4
Ap1s2,AP1S2
Cyb5b,CYB5B
Lsr,LSR
Ccdc3,CCDC3
Dpf1,DPF1
Rabl2,RABL2A
Rabl2,RABL2B
Dhx38,DHX38
Sfxn2,SFXN2
Eps8l1,EPS8L1
Msmo1,MSMO1
Nono,NONO
Nprl2,NPRL2
Plpp6,PLPP6
Tmem240,TMEM240
Ndufb4,NDUFB4
Optn,OPTN
Pde6d,PDE6D
Adal,ADAL
Slc25a30,SLC25A30
Slc25a14,SLC25A14
Samd8,SAMD8
Ttc41,TTC41P
Tox4,TOX4
Arfip1,ARFIP1
Ptcd2,PTCD2
Hmgn2,HMGN2
Hmgn2-ps,HMGN2
Bcl2l12,BCL2L12
Slc16a9,SLC16A9
Sgk3,C8orf44-SGK3
Sgk3,SGK3
Vamp7,VAMP7
Acp2,ACP2
Lonp1,LONP1
Hgh1,HGH1
Clcn3,CLCN3
Ptges2,PTGES2
Mapkapk3,MAPKAPK3
Pak1,PAK1
Exosc7,EXOSC7
Gemin4,GEMIN4
Srgap2,SRGAP2
Cfap100,CFAP100
Ccdc38,CCDC38
Neil3,NEIL3
Tipin,TIPIN
Podn,PODN
Map3k21,MAP3K21
Car6,CA6
Dpm2,DPM2
Dpm1,DPM1
Hk2,HK2
Aars2,AARS2
Csk,CSK
Chp2,CHP2
Tardbp,TARDBP
Pds5a,PDS5A
Timm17a,TIMM17A
Trim24,TRIM24
Alox5ap,ALOX5AP
Atpaf2,ATPAF2
Elac1,ELAC1
Ccdc14,CCDC14
Ttc5,TTC5
Dbt,DBT
Gcdh,GCDH
E2f4,E2F4
Ptcd3,PTCD3
Arhgef39,ARHGEF39
Dis3l,DIS3L
Unc5a,UNC5A
Kbtbd8,KBTBD8
Dcun1d1,DCUN1D1
Ppie,PPIE
Eno1,ENO1
Eno1b,ENO1
Selenok,SELENOK
Ier5l,IER5L
Ptov1,PTOV1
Med25,MED25
Abi3bp,ABI3BP
Fasn,FASN
Fam114a1,FAM114A1
Brdt,BRDT
Psmc6,PSMC6
Rassf2,RASSF2
Aktip,AKTIP
Fam3a,FAM3A
Porcn,PORCN
Trim25,TRIM25
Zmynd11,ZMYND11
Lsm12,LSM12
Stk10,STK10
Gprc5c,GPRC5C
Phf6,PHF6
Ilf3,ILF3
Tacr2,TACR2
C2cd5,C2CD5
Dnajc9,DNAJC9
Strip1,STRIP1
Tmem63b,TMEM63B
Snrpd2,SNRPD2
Akna,AKNA
Tk1,TK1
Trappc6a,TRAPPC6A
Plekha1,PLEKHA1
Odad3,ODAD3
Paqr3,PAQR3
Sipa1,SIPA1
Lrig2,LRIG2
Mfsd11,MFSD11
Nr4a1,NR4A1
Ubald2,UBALD2
Atf1,ATF1
Stx8,STX8
Mettl17,METTL17
Psip1,PSIP1
Dnpep,DNPEP
Lcmt1,LCMT1
Morn3,MORN3
Ccne2,CCNE2
Apbb2,APBB2
Pomk,POMK
Pacrg,PACRG
Sugt1,SUGT1
Angptl7,ANGPTL7
Rad9a,RAD9A
Slc10a3,SLC10A3
Ergic2,ERGIC2
Ftsj3,FTSJ3
Eif3h,EIF3H
Lrriq3,LRRIQ3
Sall2,SALL2
Bcas3,BCAS3
Ufsp2,UFSP2
Hk1,HK1
C1qtnf9,C1QTNF9
C1qtnf9,C1QTNF9B
Paf1,PAF1
C6,C6
Opa1,OPA1
Nckap5l,NCKAP5L
Sla2,SLA2
Mtpn,MTPN
Lmo3,LMO3
Polr1b,POLR1B
Cdh15,CDH15
Trap1,TRAP1
Osbpl7,OSBPL7
Tnfaip1,TNFAIP1
Arf6,ARF6
Sfxn3,SFXN3
Prpf38a,PRPF38A
Elovl1,ELOVL1
Tmem39a,TMEM39A
Dmc1,DMC1
Dlgap5,DLGAP5
Ppp1r3b,PPP1R3B
Pggt1b,PGGT1B
Psmd2,PSMD2
Cyb561d1,CYB561D1
Sfrp2,SFRP2
Alox5,ALOX5
Spns2,SPNS2
Gsr,GSR
Rcc2,RCC2
Tacr1,TACR1
Tmem199,TMEM199
Stard8,STARD8
Tmf1,TMF1
Fbxw7,FBXW7
Prpf39,PRPF39
Sh3bgrl3,SH3BGRL3
Zfp750,ZNF750
Ints2,INTS2
Glg1,GLG1
Ablim3,ABLIM3
Rps6ka3,RPS6KA3
Rps6ka1,RPS6KA1
Hfm1,HFM1
Dr1,DR1
Ciao2b,CIAO2B
Pepd,PEPD
Ess2,ESS2
Mgst1,MGST1
Mmaa,MMAA
Hif3a,HIF3A
Nudt16,NUDT16
Trabd2b,TRABD2B
Nphp1,NPHP1
Znrd2,ZNRD2
Tnks,TNKS
Mug2,A2ML1
Mug2,PZP
Mug1,A2ML1
Mug1,PZP
Polr1e,POLR1E
Mtmr7,MTMR7
Pam16l,PAM16
Clptm1,CLPTM1
Ces2h,CES2
Ces2f,CES2
Ces2e,CES2
Ces2a,CES2
Ces2c,CES2
Ces2b,CES2
Asb10,ASB10
Gspt2,GSPT2
Dapk2,DAPK2
H2bc22,H2BC14
H2bc23,H2BC13
H2bc3,H2BC15
H2bc3,H2BC3
H2bc12,H2BC13
H2bc18,H2BC11
H2bc18,H2BC18
H2bc14,H2BC5
H2bc9,H2BC9
H2bu2,H2BU1
H2bu2,H2BU2P
H2bc8,H2BC5
Cox6a2,COX6A2
Fam122b,PABIR2
Elp6,ELP6
Ocstamp,OCSTAMP
Relt,RELT
Aldh18a1,ALDH18A1
Zpr1,ZPR1
Rad52,RAD52
Tet1,TET1
Aip,AIP
Pemt,PEMT
Twf2,TWF2
Galm,GALM
Rnf41,RNF41
Cyb5d2,CYB5D2
Ccnb3,CCNB3
Pudp,PUDP
Urm1,URM1
Sod3,SOD3
R3hdm1,R3HDM1
Nedd9,NEDD9
Thrap3,THRAP3
Dennd10,DENND10
Acp5,ACP5
Rabif,RABIF
Cdk2ap2,CDK2AP2
Polr3h,POLR3H
Eya4,EYA4
Ppox,PPOX
Col9a1,COL9A1
Supv3l1,SUPV3L1
Amt,AMT
Amdhd2,AMDHD2
Ssr3,SSR3
Telo2,TELO2
Lrrc59,LRRC59
Tube1,TUBE1
L3mbtl2,L3MBTL2
Hmgcs1,HMGCS1
Hmgcs2,HMGCS2
Septin6,SEPTIN6
H1f1,H1-1
H1f3,H1-3
H1f2,H1-2
H1f4,H1-4
H1f6,H1-6
H1f5,H1-5
Os9,OS9
Chtf18,CHTF18
Abhd17c,ABHD17C
Stk40,STK40
Pik3r3,PIK3R3
Zdhhc18,ZDHHC18
Gsta1,GSTA1
Gsta1,GSTA2
Gsta1,GSTA3
Gsta1,GSTA5
Gsta2,GSTA1
Gsta2,GSTA2
Gsta2,GSTA3
Gsta2,GSTA5
Gsta4,GSTA1
Mns1,MNS1
Lta4h,LTA4H
Qrich1,QRICH1
Cnp,CNP
Kank1,KANK1
Ipp,IPP
Cnot7,CNOT7
Fbxo41,FBXO41
Syne4,SYNE4
Zfp526,ZNF526
Zfp740,ZNF740
Fitm2,FITM2
Mlst8,MLST8
Sgcg,SGCG
Elof1,ELOF1
Smarcad1,SMARCAD1
Lrrc39,LRRC39
Vdr,VDR
Htr2c,HTR2C
Def8,DEF8
Cercam,CERCAM
Purb,PURB
Ranbp10,RANBP10
Cngb3,CNGB3
Sh2d7,SH2D7
Ccar2,CCAR2
Fra10ac1,FRA10AC1
Idh3b,IDH3B
Ldlrad2,LDLRAD2
Ttc8,TTC8
Caprin1,CAPRIN1
Klhl36,KLHL36
Zc3h12b,ZC3H12B
Fam3d,FAM3D
Ifrd2,IFRD2
Zbtb38,ZBTB38
Pacsin3,PACSIN3
Tox2,TOX2
Thap3,THAP3
Cnksr3,CNKSR3
Park7,PARK7
Atp11b,ATP11B
Gga3,GGA3
Lpar1,LPAR1
Gosr1,GOSR1
Noc2l,NOC2L
Cacna2d2,CACNA2D2
Tgfbr3,TGFBR3
Tpsab1,TPSAB1
Tpsab1,TPSD1
Gtf2e2,GTF2E2
Narf,NARF
Cpne3,CPNE3
Rbm18,RBM18
Spin4,SPIN4
Spin2c,SPIN2A
Spin2c,SPIN2B
Spin1,SPIN1
Kalrn,KALRN
Tmem69,TMEM69
Manba,MANBA
Atp11c,ATP11C
Crebbp,CREBBP
Ipcef1,IPCEF1
Atg16l1,ATG16L1
Mospd1,MOSPD1
Anapc11,ANAPC11
Ctla4,CTLA4
Slc25a28,SLC25A28
Med7,MED7
Hnrnpdl,HNRNPDL
Ulk3,ULK3
Mus81,MUS81
Akirin1,AKIRIN1
Hspbp1,HSPBP1
Fam204a,FAM204A
Ralgapa2,RALGAPA2
Ppil4,PPIL4
Slc4a11,SLC4A11
Slc29a1,SLC29A1
Grm6,GRM6
Zfp644,ZNF644
Plpp2,PLPP2
Rcan3,RCAN3
Slc35e4,SLC35E4
Syn1,SYN1
Trip12,TRIP12
Prdx3,PRDX3
Fxr2,FXR2
Snapc3,SNAPC3
Cep128,CEP128
Mbtd1,MBTD1
Ccdc191,CCDC191
Crem,CREM
Csde1,CSDE1
Elk3,ELK3
Soga1,SOGA1
Tma16,TMA16
Nasp,NASP
Hyal6,HYAL6P
Arhgap28,ARHGAP28
Pin1,PIN1
Vps54,VPS54
Camkk1,CAMKK1
Sirt7,SIRT7
Abcc2,ABCC2
Ccer1,CCER1
Gxylt2,GXYLT2
Bcl7b,BCL7B
Bcl7c,BCL7C
Hmox2,HMOX2
Cep162,CEP162
Dcun1d5,DCUN1D5
Pcca,PCCA
Zfp185,ZNF185
Ceacam3,CEACAM21
Psg22,CEACAM4
Psg19,CEACAM21
Psg19,CEACAM4
Psg28,CEACAM21
Psg28,CEACAM4
Psg25,CEACAM21
Psg25,CEACAM4
Ceacam11,CEACAM21
Ceacam11,CEACAM4
Ceacam16,CEACAM16
Psg16,CEACAM4
Psg23,CEACAM21
Psg23,CEACAM4
Psg18,CEACAM4
Psg29,CEACAM4
Ceacam1,CEACAM1
Ceacam1,CEACAM5
Ceacam1,CEACAM6
Ceacam1,CEACAM7
Ceacam1,PSG1
Ceacam1,PSG11
Ceacam1,PSG2
Ceacam1,PSG3
Ceacam1,PSG4
Ceacam1,PSG5
Ceacam1,PSG6
Ceacam1,PSG8
Ceacam1,PSG9
Ceacam15,CEACAM21
Ceacam18,CEACAM18
Psg27,CEACAM21
Psg27,CEACAM4
Ceacam2,CEACAM1
Ceacam2,CEACAM5
Ceacam2,CEACAM6
Ceacam2,CEACAM7
Ceacam2,CEACAM8
Ceacam2,PSG1
Ceacam2,PSG11
Ceacam2,PSG2
Ceacam2,PSG3
Ceacam2,PSG4
Ceacam2,PSG5
Ceacam2,PSG6
Ceacam2,PSG8
Ceacam2,PSG9
Ceacam9,CEACAM21
Ceacam9,CEACAM7
Ceacam9,PSG11
Ceacam9,PSG2
Ceacam9,PSG5
Ceacam14,CEACAM4
Psg17,CEACAM21
Psg17,CEACAM4
Psg26,CEACAM21
Psg26,CEACAM4
Psg21,CEACAM21
Psg21,CEACAM4
Gtf2b,GTF2B
Elmod1,ELMOD1
Cox11,COX11
Kbtbd4,KBTBD4
Scarb1,SCARB1
Tbl2,TBL2
Rps17,RPS17
Myt1,MYT1
Taf8,TAF8
Rai14,RAI14
Hmgn1,HMGN1
Rbbp9,RBBP9
Entpd6,ENTPD6
Slc16a1,SLC16A1
Atp6v1a,ATP6V1A
Aars,AARS1
Naa50,NAA50
Trmt9b,TRMT9B
Ovca2,OVCA2
Slc2a12,SLC2A12
Dnajc4,DNAJC4
Sos1,SOS1
Enoph1,ENOPH1
Lrpap1,LRPAP1
Depdc1a,DEPDC1
Morn5,MORN5
Sardh,SARDH
Cep97,CEP97
Cox10,COX10
Btn1a1,BTN1A1
Rnf180,RNF180
Rapgef5,RAPGEF5
Esrp2,ESRP2
Sbf1,SBF1
Cntnap4,CNTNAP4
Cntnap3,CNTNAP3
Cntnap3,CNTNAP3B
Bora,BORA
Cfap221,CFAP221
Rbm15,RBM15
Spen,SPEN
Mcfd2,MCFD2
Acadl,ACADL
Fbxo45,FBXO45
Ndufaf2,NDUFAF2
Haus7,HAUS7
Tmem130,TMEM130
Klhl17,KLHL17
Josd2,JOSD2
Stau1,STAU1
Tafa3,TAFA3
Rae1,RAE1
Vps53,VPS53
Cpm,CPM
Ercc8,ERCC8
Tarm1,TARM1
Oscar,OSCAR
Nudt15,NUDT15
Osbpl1a,OSBPL1A
Ttpal,TTPAL
Ptrh2,PTRH2
Isg20l2,ISG20L2
Edc4,EDC4
Timm44,TIMM44
Dlg3,DLG3
Ndufa1,NDUFA1
Ighmbp2,IGHMBP2
Vapa,VAPA
Kcp,KCP
Prrc2c,PRRC2C
Actn2,ACTN2
Cecr2,CECR2
Hipk2,HIPK2
Rpl17,RPL17
Rpl17,RPL17-C18orf32
Tmem269,TMEM269
Snx15,SNX15
Calm1,CALM1
Calm1,CALM2
Calm3,CALM1
Calm3,CALM2
Calm3,CALM3
Tomm70a,TOMM70
Ube3c,UBE3C
Ctsc,CTSC
Clta,CLTA
R3hcc1,R3HCC1
Cul4a,CUL4A
Pex5,PEX5
Rchy1,RCHY1
Nde1,NDE1
Wdr76,WDR76
Utp6,UTP6
Ttc39c,TTC39C
Stx11,STX11
Tspan14,TSPAN14
Pdzph1,PDZPH1P
Ipo9,IPO9
Cysltr1,CYSLTR1
Lpar4,LPAR4
P2ry10,P2RY10
St18,ST18
Pank4,PANK4
Hbs1l,HBS1L
Metap1d,METAP1D
Commd7,COMMD7
Slc22a5,SLC22A5
Olfm3,OLFM3
Sumf1,SUMF1
Phlda1,PHLDA1
Spint2,SPINT2
Eif2b2,EIF2B2
Ckmt1,CKMT1A
Ckmt1,CKMT1B
Rpf1,RPF1
Arih1,ARIH1
Sbk3,SBK3
Nnmt,NNMT
Inmt,INMT
Pnmt,PNMT
Pdzd4,PDZD4
Mfsd13a,MFSD13A
Rcn2,RCN2
Polr3f,POLR3F
Selenof,SELENOF
Dzank1,DZANK1
Xrcc3,XRCC3
Enpp2,ENPP2
Svbp,SVBP
Atxn2l,ATXN2L
Mal2,MAL2
Ankrd29,ANKRD29
Pelp1,PELP1
Ccdc12,CCDC12
Sult4a1,SULT4A1
Echdc3,ECHDC3
Elovl7,ELOVL7
Asmt,ASMT
Bmp5,BMP5
Toporsl,TOPORSLP
Actn4,ACTN4
Mfsd7a,SLC49A3
Capn7,CAPN7
Dnaaf2,DNAAF2
Stac3,STAC3
Siva1,SIVA1
Uba2,UBA2
Rilpl2,RILPL2
Wbp1,WBP1
Tfg,TFG
Rrn3,RRN3
Rrn3,RRN3P2
Rgcc,RGCC
Gpr19,GPR19
Crebl2,CREBL2
Cap2,CAP2
Utp23,UTP23
B3galt5,B3GALT5
Rprd1a,RPRD1A
Slc30a8,SLC30A8
Cox17,COX17
Prkrip1,PRKRIP1
Arsk,ARSK
Rif1,RIF1
Pyroxd1,PYROXD1
Mab21l3,MAB21L3
Tprn,TPRN
Arl5a,ARL5A
Tsn,TSN
Msh3,MSH3
Zmynd19,ZMYND19
Cldn15,CLDN15
Elmo1,ELMO1
Tent2,TENT2
Lnpep,LNPEP
Slc27a1,SLC27A1
Dnali1,DNALI1
Supt3,SUPT3H
Cenpj,CENPJ
Tcp10a,TCP10L
Tcp10a,TCP10L2
Tcp10a,TCP10L3
Rnaseh2b,RNASEH2B
Igsf3,IGSF3
Tmem30c,TMEM30CP
Pmpca,PMPCA
Tor2a,TOR2A
Ccdc141,CCDC141
Mark4,MARK4
Hnrnpl,HNRNPL
Man2a1,MAN2A1
Mettl5,METTL5
Eps8l2,EPS8L2
Pisd,PISD
Tppp2,TPPP2
Myo5c,MYO5C
Ltbp3,LTBP3
Zc3h7a,ZC3H7A
Cnot6l,CNOT6L
Pla2g15,PLA2G15
Ftl1,FTL
Ftl2-ps,FTL
Zfp146,ZNF146
Tmem184a,TMEM184A
Eri2,ERI2
Bmp2k,BMP2K
Rogdi,ROGDI
Klhl8,KLHL8
Jmy,JMY
